period,model,seed,horizon_h,origin_timestamp,target_timestamp,target_date,mae_across_nodes
2024-05,dgt_directed_road_adaptive,2028,6,2024-05-26 15:00:00,2024-05-26 20:00:00,2024-05-26,3.911105155944824
2024-05,dgt_directed_road_adaptive,2028,1,2024-05-26 16:00:00,2024-05-26 16:00:00,2024-05-26,3.727694511413574
2024-05,dgt_directed_road_adaptive,2028,2,2024-05-26 16:00:00,2024-05-26 17:00:00,2024-05-26,3.3330931663513184
2024-05,dgt_directed_road_adaptive,2028,3,2024-05-26 16:00:00,2024-05-26 18:00:00,2024-05-26,3.7092809677124023
2024-05,dgt_directed_road_adaptive,2028,6,2024-05-26 16:00:00,2024-05-26 21:00:00,2024-05-26,3.689072370529175
2024-05,dgt_directed_road_adaptive,2028,1,2024-05-26 17:00:00,2024-05-26 17:00:00,2024-05-26,2.870530366897583
2024-05,dgt_directed_road_adaptive,2028,2,2024-05-26 17:00:00,2024-05-26 18:00:00,2024-05-26,3.3110318183898926
2024-05,dgt_directed_road_adaptive,2028,3,2024-05-26 17:00:00,2024-05-26 19:00:00,2024-05-26,3.5855867862701416
2024-05,dgt_directed_road_adaptive,2028,6,2024-05-26 17:00:00,2024-05-26 22:00:00,2024-05-26,4.058361053466797
2024-05,dgt_directed_road_adaptive,2028,1,2024-05-26 18:00:00,2024-05-26 18:00:00,2024-05-26,3.3044967651367188
2024-05,dgt_directed_road_adaptive,2028,2,2024-05-26 18:00:00,2024-05-26 19:00:00,2024-05-26,3.6826558113098145
2024-05,dgt_directed_road_adaptive,2028,3,2024-05-26 18:00:00,2024-05-26 20:00:00,2024-05-26,3.533520221710205
2024-05,dgt_directed_road_adaptive,2028,6,2024-05-26 18:00:00,2024-05-26 23:00:00,2024-05-26,4.52956485748291
2024-05,dgt_directed_road_adaptive,2028,1,2024-05-26 19:00:00,2024-05-26 19:00:00,2024-05-26,3.5876402854919434
2024-05,dgt_directed_road_adaptive,2028,2,2024-05-26 19:00:00,2024-05-26 20:00:00,2024-05-26,3.717036724090576
2024-05,dgt_directed_road_adaptive,2028,3,2024-05-26 19:00:00,2024-05-26 21:00:00,2024-05-26,4.170339584350586
2024-05,dgt_directed_road_adaptive,2028,6,2024-05-26 19:00:00,2024-05-28 00:00:00,2024-05-28,6.462866306304932
2024-05,dgt_directed_road_adaptive,2028,1,2024-05-26 20:00:00,2024-05-26 20:00:00,2024-05-26,3.3973822593688965
2024-05,dgt_directed_road_adaptive,2028,2,2024-05-26 20:00:00,2024-05-26 21:00:00,2024-05-26,4.0415143966674805
2024-05,dgt_directed_road_adaptive,2028,3,2024-05-26 20:00:00,2024-05-26 22:00:00,2024-05-26,3.544471025466919
2024-05,dgt_directed_road_adaptive,2028,6,2024-05-26 20:00:00,2024-05-28 01:00:00,2024-05-28,6.389162063598633
2024-05,dgt_directed_road_adaptive,2028,1,2024-05-26 21:00:00,2024-05-26 21:00:00,2024-05-26,3.9167463779449463
2024-05,dgt_directed_road_adaptive,2028,2,2024-05-26 21:00:00,2024-05-26 22:00:00,2024-05-26,3.567962884902954
2024-05,dgt_directed_road_adaptive,2028,3,2024-05-26 21:00:00,2024-05-26 23:00:00,2024-05-26,3.887347459793091
2024-05,dgt_directed_road_adaptive,2028,6,2024-05-26 21:00:00,2024-05-28 02:00:00,2024-05-28,6.025498390197754
2024-05,dgt_directed_road_adaptive,2028,1,2024-05-26 22:00:00,2024-05-26 22:00:00,2024-05-26,2.9995665550231934
2024-05,dgt_directed_road_adaptive,2028,2,2024-05-26 22:00:00,2024-05-26 23:00:00,2024-05-26,3.7195208072662354
2024-05,dgt_directed_road_adaptive,2028,3,2024-05-26 22:00:00,2024-05-28 00:00:00,2024-05-28,5.433480739593506
2024-05,dgt_directed_road_adaptive,2028,6,2024-05-26 22:00:00,2024-05-28 03:00:00,2024-05-28,5.614796161651611
2024-05,dgt_directed_road_adaptive,2028,1,2024-05-26 23:00:00,2024-05-26 23:00:00,2024-05-26,3.921590805053711
2024-05,dgt_directed_road_adaptive,2028,2,2024-05-26 23:00:00,2024-05-28 00:00:00,2024-05-28,5.897154331207275
2024-05,dgt_directed_road_adaptive,2028,3,2024-05-26 23:00:00,2024-05-28 01:00:00,2024-05-28,6.020735740661621
2024-05,dgt_directed_road_adaptive,2028,6,2024-05-26 23:00:00,2024-05-28 04:00:00,2024-05-28,6.323677062988281
2024-05,dgt_directed_road_adaptive,2028,1,2024-05-28 00:00:00,2024-05-28 00:00:00,2024-05-28,6.1085357666015625
2024-05,dgt_directed_road_adaptive,2028,2,2024-05-28 00:00:00,2024-05-28 01:00:00,2024-05-28,6.645591735839844
2024-05,dgt_directed_road_adaptive,2028,3,2024-05-28 00:00:00,2024-05-28 02:00:00,2024-05-28,5.770671367645264
2024-05,dgt_directed_road_adaptive,2028,6,2024-05-28 00:00:00,2024-05-28 05:00:00,2024-05-28,5.296468257904053
2024-05,dgt_directed_road_adaptive,2028,1,2024-05-28 01:00:00,2024-05-28 01:00:00,2024-05-28,5.099793434143066
2024-05,dgt_directed_road_adaptive,2028,2,2024-05-28 01:00:00,2024-05-28 02:00:00,2024-05-28,5.308990478515625
2024-05,dgt_directed_road_adaptive,2028,3,2024-05-28 01:00:00,2024-05-28 03:00:00,2024-05-28,5.318511009216309
2024-05,dgt_directed_road_adaptive,2028,6,2024-05-28 01:00:00,2024-05-28 06:00:00,2024-05-28,3.9102139472961426
2024-05,dgt_directed_road_adaptive,2028,1,2024-05-28 02:00:00,2024-05-28 02:00:00,2024-05-28,4.466751575469971
2024-05,dgt_directed_road_adaptive,2028,2,2024-05-28 02:00:00,2024-05-28 03:00:00,2024-05-28,5.6184234619140625
2024-05,dgt_directed_road_adaptive,2028,3,2024-05-28 02:00:00,2024-05-28 04:00:00,2024-05-28,6.068612098693848
2024-05,dgt_directed_road_adaptive,2028,6,2024-05-28 02:00:00,2024-05-28 07:00:00,2024-05-28,5.557809829711914
2024-05,dgt_directed_road_adaptive,2028,1,2024-05-28 03:00:00,2024-05-28 03:00:00,2024-05-28,6.361601829528809
2024-05,dgt_directed_road_adaptive,2028,2,2024-05-28 03:00:00,2024-05-28 04:00:00,2024-05-28,5.853660583496094
2024-05,dgt_directed_road_adaptive,2028,3,2024-05-28 03:00:00,2024-05-28 05:00:00,2024-05-28,5.274204254150391
2024-05,dgt_directed_road_adaptive,2028,6,2024-05-28 03:00:00,2024-05-28 08:00:00,2024-05-28,4.777456283569336
2024-05,dgt_directed_road_adaptive,2028,1,2024-05-28 04:00:00,2024-05-28 04:00:00,2024-05-28,6.117425918579102
2024-05,dgt_directed_road_adaptive,2028,2,2024-05-28 04:00:00,2024-05-28 05:00:00,2024-05-28,5.338237762451172
2024-05,dgt_directed_road_adaptive,2028,3,2024-05-28 04:00:00,2024-05-28 06:00:00,2024-05-28,3.432300567626953
2024-05,dgt_directed_road_adaptive,2028,6,2024-05-28 04:00:00,2024-05-28 09:00:00,2024-05-28,4.6212239265441895
2024-05,dgt_directed_road_adaptive,2028,1,2024-05-28 05:00:00,2024-05-28 05:00:00,2024-05-28,4.296230316162109
2024-05,dgt_directed_road_adaptive,2028,2,2024-05-28 05:00:00,2024-05-28 06:00:00,2024-05-28,3.4897749423980713
2024-05,dgt_directed_road_adaptive,2028,3,2024-05-28 05:00:00,2024-05-28 07:00:00,2024-05-28,5.292259693145752
2024-05,dgt_directed_road_adaptive,2028,6,2024-05-28 05:00:00,2024-05-28 10:00:00,2024-05-28,4.387178421020508
2024-05,dgt_directed_road_adaptive,2028,1,2024-05-28 06:00:00,2024-05-28 06:00:00,2024-05-28,3.8811283111572266
2024-05,dgt_directed_road_adaptive,2028,2,2024-05-28 06:00:00,2024-05-28 07:00:00,2024-05-28,5.288517475128174
2024-05,dgt_directed_road_adaptive,2028,3,2024-05-28 06:00:00,2024-05-28 08:00:00,2024-05-28,4.8902692794799805
2024-05,dgt_directed_road_adaptive,2028,6,2024-05-28 06:00:00,2024-05-28 11:00:00,2024-05-28,3.250380754470825
2024-05,dgt_directed_road_adaptive,2028,1,2024-05-28 07:00:00,2024-05-28 07:00:00,2024-05-28,4.490764617919922
2024-05,dgt_directed_road_adaptive,2028,2,2024-05-28 07:00:00,2024-05-28 08:00:00,2024-05-28,4.847945690155029
2024-05,dgt_directed_road_adaptive,2028,3,2024-05-28 07:00:00,2024-05-28 09:00:00,2024-05-28,4.572049617767334
2024-05,dgt_directed_road_adaptive,2028,6,2024-05-28 07:00:00,2024-05-28 12:00:00,2024-05-28,3.048217296600342
2024-05,dgt_directed_road_adaptive,2028,1,2024-05-28 08:00:00,2024-05-28 08:00:00,2024-05-28,4.266779899597168
2024-05,dgt_directed_road_adaptive,2028,2,2024-05-28 08:00:00,2024-05-28 09:00:00,2024-05-28,4.167817115783691
2024-05,dgt_directed_road_adaptive,2028,3,2024-05-28 08:00:00,2024-05-28 10:00:00,2024-05-28,3.359023332595825
2024-05,dgt_directed_road_adaptive,2028,6,2024-05-28 08:00:00,2024-05-28 13:00:00,2024-05-28,2.471147060394287
2024-05,dgt_directed_road_adaptive,2028,1,2024-05-28 09:00:00,2024-05-28 09:00:00,2024-05-28,3.150803565979004
2024-05,dgt_directed_road_adaptive,2028,2,2024-05-28 09:00:00,2024-05-28 10:00:00,2024-05-28,3.2188668251037598
2024-05,dgt_directed_road_adaptive,2028,3,2024-05-28 09:00:00,2024-05-28 11:00:00,2024-05-28,3.1011013984680176
2024-05,dgt_directed_road_adaptive,2028,6,2024-05-28 09:00:00,2024-05-28 14:00:00,2024-05-28,3.152902841567993
2024-05,dgt_directed_road_adaptive,2028,1,2024-05-28 10:00:00,2024-05-28 10:00:00,2024-05-28,2.7769155502319336
2024-05,dgt_directed_road_adaptive,2028,2,2024-05-28 10:00:00,2024-05-28 11:00:00,2024-05-28,3.0675435066223145
2024-05,dgt_directed_road_adaptive,2028,3,2024-05-28 10:00:00,2024-05-28 12:00:00,2024-05-28,3.238295316696167
2024-05,dgt_directed_road_adaptive,2028,6,2024-05-28 10:00:00,2024-05-28 15:00:00,2024-05-28,2.0716233253479004
2024-05,dgt_directed_road_adaptive,2028,1,2024-05-28 11:00:00,2024-05-28 11:00:00,2024-05-28,3.1796700954437256
2024-05,dgt_directed_road_adaptive,2028,2,2024-05-28 11:00:00,2024-05-28 12:00:00,2024-05-28,3.1915955543518066
2024-05,dgt_directed_road_adaptive,2028,3,2024-05-28 11:00:00,2024-05-28 13:00:00,2024-05-28,2.9741101264953613
2024-05,dgt_directed_road_adaptive,2028,6,2024-05-28 11:00:00,2024-05-28 16:00:00,2024-05-28,2.9160070419311523
2024-05,dgt_directed_road_adaptive,2028,1,2024-05-28 12:00:00,2024-05-28 12:00:00,2024-05-28,3.047710418701172
2024-05,dgt_directed_road_adaptive,2028,2,2024-05-28 12:00:00,2024-05-28 13:00:00,2024-05-28,2.508305549621582
2024-05,dgt_directed_road_adaptive,2028,3,2024-05-28 12:00:00,2024-05-28 14:00:00,2024-05-28,3.3613393306732178
2024-05,dgt_directed_road_adaptive,2028,6,2024-05-28 12:00:00,2024-05-28 17:00:00,2024-05-28,3.5489182472229004
2024-05,dgt_directed_road_adaptive,2028,1,2024-05-28 13:00:00,2024-05-28 13:00:00,2024-05-28,2.4314427375793457
2024-05,dgt_directed_road_adaptive,2028,2,2024-05-28 13:00:00,2024-05-28 14:00:00,2024-05-28,2.746159315109253
2024-05,dgt_directed_road_adaptive,2028,3,2024-05-28 13:00:00,2024-05-28 15:00:00,2024-05-28,2.0715951919555664
2024-05,dgt_directed_road_adaptive,2028,6,2024-05-28 13:00:00,2024-05-28 18:00:00,2024-05-28,4.544768333435059
2024-05,dgt_directed_road_adaptive,2028,1,2024-05-28 14:00:00,2024-05-28 14:00:00,2024-05-28,2.8643264770507812
2024-05,dgt_directed_road_adaptive,2028,2,2024-05-28 14:00:00,2024-05-28 15:00:00,2024-05-28,1.9329993724822998
2024-05,dgt_directed_road_adaptive,2028,3,2024-05-28 14:00:00,2024-05-28 16:00:00,2024-05-28,3.217426061630249
2024-05,dgt_directed_road_adaptive,2028,6,2024-05-28 14:00:00,2024-05-28 19:00:00,2024-05-28,3.975961923599243
2024-05,dgt_directed_road_adaptive,2028,1,2024-05-28 15:00:00,2024-05-28 15:00:00,2024-05-28,2.2736194133758545
2024-05,dgt_directed_road_adaptive,2028,2,2024-05-28 15:00:00,2024-05-28 16:00:00,2024-05-28,2.957332134246826
2024-05,dgt_directed_road_adaptive,2028,3,2024-05-28 15:00:00,2024-05-28 17:00:00,2024-05-28,3.944018840789795
2024-05,dgt_directed_road_adaptive,2028,6,2024-05-28 15:00:00,2024-05-28 20:00:00,2024-05-28,4.18558406829834
2024-05,dgt_directed_road_adaptive,2028,1,2024-05-28 16:00:00,2024-05-28 16:00:00,2024-05-28,3.085659980773926
2024-05,dgt_directed_road_adaptive,2028,2,2024-05-28 16:00:00,2024-05-28 17:00:00,2024-05-28,3.998133420944214
2024-05,dgt_directed_road_adaptive,2028,3,2024-05-28 16:00:00,2024-05-28 18:00:00,2024-05-28,4.89122200012207
2024-05,dgt_directed_road_adaptive,2028,6,2024-05-28 16:00:00,2024-05-28 21:00:00,2024-05-28,3.291581153869629
2024-05,dgt_directed_road_adaptive,2028,1,2024-05-28 17:00:00,2024-05-28 17:00:00,2024-05-28,3.416779041290283
2024-05,dgt_directed_road_adaptive,2028,2,2024-05-28 17:00:00,2024-05-28 18:00:00,2024-05-28,4.742074966430664
2024-05,dgt_directed_road_adaptive,2028,3,2024-05-28 17:00:00,2024-05-28 19:00:00,2024-05-28,4.115024089813232
2024-05,dgt_directed_road_adaptive,2028,6,2024-05-28 17:00:00,2024-05-28 22:00:00,2024-05-28,4.487360000610352
2024-05,dgt_directed_road_adaptive,2028,1,2024-05-28 18:00:00,2024-05-28 18:00:00,2024-05-28,4.083574295043945
2024-05,dgt_directed_road_adaptive,2028,2,2024-05-28 18:00:00,2024-05-28 19:00:00,2024-05-28,3.694232702255249
2024-05,dgt_directed_road_adaptive,2028,3,2024-05-28 18:00:00,2024-05-28 20:00:00,2024-05-28,3.0385501384735107
2024-05,dgt_directed_road_adaptive,2028,6,2024-05-28 18:00:00,2024-05-28 23:00:00,2024-05-28,4.445951461791992
2024-05,dgt_directed_road_adaptive,2028,1,2024-05-28 19:00:00,2024-05-28 19:00:00,2024-05-28,3.1647472381591797
2024-05,dgt_directed_road_adaptive,2028,2,2024-05-28 19:00:00,2024-05-28 20:00:00,2024-05-28,3.4357247352600098
2024-05,dgt_directed_road_adaptive,2028,3,2024-05-28 19:00:00,2024-05-28 21:00:00,2024-05-28,3.4008195400238037
2024-05,dgt_directed_road_adaptive,2028,6,2024-05-28 19:00:00,2024-05-30 00:00:00,2024-05-30,4.584214687347412
2024-05,dgt_directed_road_adaptive,2028,1,2024-05-28 20:00:00,2024-05-28 20:00:00,2024-05-28,3.493807792663574
2024-05,dgt_directed_road_adaptive,2028,2,2024-05-28 20:00:00,2024-05-28 21:00:00,2024-05-28,3.336559295654297
2024-05,dgt_directed_road_adaptive,2028,3,2024-05-28 20:00:00,2024-05-28 22:00:00,2024-05-28,3.849653720855713
2024-05,dgt_directed_road_adaptive,2028,6,2024-05-28 20:00:00,2024-05-30 01:00:00,2024-05-30,4.444003105163574
2024-05,dgt_directed_road_adaptive,2028,1,2024-05-28 21:00:00,2024-05-28 21:00:00,2024-05-28,2.5378079414367676
2024-05,dgt_directed_road_adaptive,2028,2,2024-05-28 21:00:00,2024-05-28 22:00:00,2024-05-28,3.5574207305908203
2024-05,dgt_directed_road_adaptive,2028,3,2024-05-28 21:00:00,2024-05-28 23:00:00,2024-05-28,3.610773801803589
2024-05,dgt_directed_road_adaptive,2028,6,2024-05-28 21:00:00,2024-05-30 02:00:00,2024-05-30,6.039440155029297
2024-05,dgt_directed_road_adaptive,2028,1,2024-05-28 22:00:00,2024-05-28 22:00:00,2024-05-28,2.8267009258270264
2024-05,dgt_directed_road_adaptive,2028,2,2024-05-28 22:00:00,2024-05-28 23:00:00,2024-05-28,3.4324355125427246
2024-05,dgt_directed_road_adaptive,2028,3,2024-05-28 22:00:00,2024-05-30 00:00:00,2024-05-30,4.131470680236816
2024-05,dgt_directed_road_adaptive,2028,6,2024-05-28 22:00:00,2024-05-30 03:00:00,2024-05-30,6.394505023956299
2024-05,dgt_directed_road_adaptive,2028,1,2024-05-28 23:00:00,2024-05-28 23:00:00,2024-05-28,3.5347111225128174
2024-05,dgt_directed_road_adaptive,2028,2,2024-05-28 23:00:00,2024-05-30 00:00:00,2024-05-30,3.8895788192749023
2024-05,dgt_directed_road_adaptive,2028,3,2024-05-28 23:00:00,2024-05-30 01:00:00,2024-05-30,4.411149978637695
2024-05,dgt_directed_road_adaptive,2028,6,2024-05-28 23:00:00,2024-05-30 04:00:00,2024-05-30,4.354286193847656
2024-05,dgt_directed_road_adaptive,2028,1,2024-05-30 00:00:00,2024-05-30 00:00:00,2024-05-30,4.353719711303711
2024-05,dgt_directed_road_adaptive,2028,2,2024-05-30 00:00:00,2024-05-30 01:00:00,2024-05-30,4.549290657043457
2024-05,dgt_directed_road_adaptive,2028,3,2024-05-30 00:00:00,2024-05-30 02:00:00,2024-05-30,6.066018581390381
2024-05,dgt_directed_road_adaptive,2028,6,2024-05-30 00:00:00,2024-05-30 05:00:00,2024-05-30,3.883859634399414
2024-05,dgt_directed_road_adaptive,2028,1,2024-05-30 01:00:00,2024-05-30 01:00:00,2024-05-30,5.672968864440918
2024-05,dgt_directed_road_adaptive,2028,2,2024-05-30 01:00:00,2024-05-30 02:00:00,2024-05-30,5.713705539703369
2024-05,dgt_directed_road_adaptive,2028,3,2024-05-30 01:00:00,2024-05-30 03:00:00,2024-05-30,6.193903923034668
2024-05,dgt_directed_road_adaptive,2028,6,2024-05-30 01:00:00,2024-05-30 06:00:00,2024-05-30,3.45800518989563
2024-05,dgt_directed_road_adaptive,2028,1,2024-05-30 02:00:00,2024-05-30 02:00:00,2024-05-30,5.613971710205078
2024-05,dgt_directed_road_adaptive,2028,2,2024-05-30 02:00:00,2024-05-30 03:00:00,2024-05-30,6.195797920227051
2024-05,dgt_directed_road_adaptive,2028,3,2024-05-30 02:00:00,2024-05-30 04:00:00,2024-05-30,4.234485626220703
2024-05,dgt_directed_road_adaptive,2028,6,2024-05-30 02:00:00,2024-05-30 07:00:00,2024-05-30,4.029292106628418
2024-05,dgt_directed_road_adaptive,2028,1,2024-05-30 03:00:00,2024-05-30 03:00:00,2024-05-30,7.092141151428223
2024-05,dgt_directed_road_adaptive,2028,2,2024-05-30 03:00:00,2024-05-30 04:00:00,2024-05-30,4.194022178649902
2024-05,dgt_directed_road_adaptive,2028,3,2024-05-30 03:00:00,2024-05-30 05:00:00,2024-05-30,3.5614848136901855
2024-05,dgt_directed_road_adaptive,2028,6,2024-05-30 03:00:00,2024-05-30 08:00:00,2024-05-30,4.186554431915283
2024-05,dgt_directed_road_adaptive,2028,1,2024-05-30 04:00:00,2024-05-30 04:00:00,2024-05-30,4.077256202697754
2024-05,dgt_directed_road_adaptive,2028,2,2024-05-30 04:00:00,2024-05-30 05:00:00,2024-05-30,3.8347039222717285
2024-05,dgt_directed_road_adaptive,2028,3,2024-05-30 04:00:00,2024-05-30 06:00:00,2024-05-30,3.51023006439209
2024-05,dgt_directed_road_adaptive,2028,6,2024-05-30 04:00:00,2024-05-30 09:00:00,2024-05-30,3.755112648010254
2024-05,dgt_directed_road_adaptive,2028,1,2024-05-30 05:00:00,2024-05-30 05:00:00,2024-05-30,3.825078010559082
2024-05,dgt_directed_road_adaptive,2028,2,2024-05-30 05:00:00,2024-05-30 06:00:00,2024-05-30,3.7107033729553223
2024-05,dgt_directed_road_adaptive,2028,3,2024-05-30 05:00:00,2024-05-30 07:00:00,2024-05-30,3.4277048110961914
2024-05,dgt_directed_road_adaptive,2028,6,2024-05-30 05:00:00,2024-05-30 10:00:00,2024-05-30,3.6102094650268555
2024-05,dgt_directed_road_adaptive,2028,1,2024-05-30 06:00:00,2024-05-30 06:00:00,2024-05-30,4.205924034118652
2024-05,dgt_directed_road_adaptive,2028,2,2024-05-30 06:00:00,2024-05-30 07:00:00,2024-05-30,3.472308397293091
2024-05,dgt_directed_road_adaptive,2028,3,2024-05-30 06:00:00,2024-05-30 08:00:00,2024-05-30,3.7168447971343994
2024-05,dgt_directed_road_adaptive,2028,6,2024-05-30 06:00:00,2024-05-30 11:00:00,2024-05-30,2.6960816383361816
2024-05,dgt_directed_road_adaptive,2028,1,2024-05-30 07:00:00,2024-05-30 07:00:00,2024-05-30,3.611968755722046
2024-05,dgt_directed_road_adaptive,2028,2,2024-05-30 07:00:00,2024-05-30 08:00:00,2024-05-30,3.8248298168182373
2024-05,dgt_directed_road_adaptive,2028,3,2024-05-30 07:00:00,2024-05-30 09:00:00,2024-05-30,3.178171157836914
2024-05,dgt_directed_road_adaptive,2028,6,2024-05-30 07:00:00,2024-05-30 12:00:00,2024-05-30,2.9026098251342773
2024-05,dgt_directed_road_adaptive,2028,1,2024-05-30 08:00:00,2024-05-30 08:00:00,2024-05-30,3.0400381088256836
2024-05,dgt_directed_road_adaptive,2028,2,2024-05-30 08:00:00,2024-05-30 09:00:00,2024-05-30,3.2340335845947266
2024-05,dgt_directed_road_adaptive,2028,3,2024-05-30 08:00:00,2024-05-30 10:00:00,2024-05-30,3.1805691719055176
2024-05,dgt_directed_road_adaptive,2028,6,2024-05-30 08:00:00,2024-05-30 13:00:00,2024-05-30,2.566718339920044
2024-05,dgt_directed_road_adaptive,2028,1,2024-05-30 09:00:00,2024-05-30 09:00:00,2024-05-30,2.8561959266662598
2024-05,dgt_directed_road_adaptive,2028,2,2024-05-30 09:00:00,2024-05-30 10:00:00,2024-05-30,3.097689628601074
2024-05,dgt_directed_road_adaptive,2028,3,2024-05-30 09:00:00,2024-05-30 11:00:00,2024-05-30,2.708014488220215
2024-05,dgt_directed_road_adaptive,2028,6,2024-05-30 09:00:00,2024-05-30 14:00:00,2024-05-30,3.1000146865844727
2024-05,dgt_directed_road_adaptive,2028,1,2024-05-30 10:00:00,2024-05-30 10:00:00,2024-05-30,2.5132534503936768
2024-05,dgt_directed_road_adaptive,2028,2,2024-05-30 10:00:00,2024-05-30 11:00:00,2024-05-30,2.538726329803467
2024-05,dgt_directed_road_adaptive,2028,3,2024-05-30 10:00:00,2024-05-30 12:00:00,2024-05-30,2.7260406017303467
2024-05,dgt_directed_road_adaptive,2028,6,2024-05-30 10:00:00,2024-05-30 15:00:00,2024-05-30,3.054234266281128
2024-05,dgt_directed_road_adaptive,2028,1,2024-05-30 11:00:00,2024-05-30 11:00:00,2024-05-30,3.131906747817993
2024-05,dgt_directed_road_adaptive,2028,2,2024-05-30 11:00:00,2024-05-30 12:00:00,2024-05-30,2.60214900970459
2024-05,dgt_directed_road_adaptive,2028,3,2024-05-30 11:00:00,2024-05-30 13:00:00,2024-05-30,2.4030611515045166
2024-05,dgt_directed_road_adaptive,2028,6,2024-05-30 11:00:00,2024-05-30 16:00:00,2024-05-30,3.0976409912109375
2024-05,dgt_directed_road_adaptive,2028,1,2024-05-30 12:00:00,2024-05-30 12:00:00,2024-05-30,2.7643074989318848
2024-05,dgt_directed_road_adaptive,2028,2,2024-05-30 12:00:00,2024-05-30 13:00:00,2024-05-30,2.5620903968811035
2024-05,dgt_directed_road_adaptive,2028,3,2024-05-30 12:00:00,2024-05-30 14:00:00,2024-05-30,2.6069531440734863
2024-05,dgt_directed_road_adaptive,2028,6,2024-05-30 12:00:00,2024-05-30 17:00:00,2024-05-30,3.41654109954834
2024-05,dgt_directed_road_adaptive,2028,1,2024-05-30 13:00:00,2024-05-30 13:00:00,2024-05-30,2.2813453674316406
2024-05,dgt_directed_road_adaptive,2028,2,2024-05-30 13:00:00,2024-05-30 14:00:00,2024-05-30,2.5030484199523926
2024-05,dgt_directed_road_adaptive,2028,3,2024-05-30 13:00:00,2024-05-30 15:00:00,2024-05-30,2.8669538497924805
2024-05,dgt_directed_road_adaptive,2028,6,2024-05-30 13:00:00,2024-05-30 18:00:00,2024-05-30,5.003212928771973
2024-05,dgt_directed_road_adaptive,2028,1,2024-05-30 14:00:00,2024-05-30 14:00:00,2024-05-30,2.8097968101501465
2024-05,dgt_directed_road_adaptive,2028,2,2024-05-30 14:00:00,2024-05-30 15:00:00,2024-05-30,2.824863910675049
2024-05,dgt_directed_road_adaptive,2028,3,2024-05-30 14:00:00,2024-05-30 16:00:00,2024-05-30,3.218149185180664
2024-05,dgt_directed_road_adaptive,2028,6,2024-05-30 14:00:00,2024-05-30 19:00:00,2024-05-30,3.5973730087280273
2024-05,dgt_directed_road_adaptive,2028,1,2024-05-30 15:00:00,2024-05-30 15:00:00,2024-05-30,3.228391170501709
2024-05,dgt_directed_road_adaptive,2028,2,2024-05-30 15:00:00,2024-05-30 16:00:00,2024-05-30,3.443540573120117
2024-05,dgt_directed_road_adaptive,2028,3,2024-05-30 15:00:00,2024-05-30 17:00:00,2024-05-30,3.2855639457702637
2024-05,dgt_directed_road_adaptive,2028,6,2024-05-30 15:00:00,2024-05-30 20:00:00,2024-05-30,4.596430778503418
2024-05,dgt_directed_road_adaptive,2028,1,2024-05-30 16:00:00,2024-05-30 16:00:00,2024-05-30,2.961212396621704
2024-05,dgt_directed_road_adaptive,2028,2,2024-05-30 16:00:00,2024-05-30 17:00:00,2024-05-30,3.184638500213623
2024-05,dgt_directed_road_adaptive,2028,3,2024-05-30 16:00:00,2024-05-30 18:00:00,2024-05-30,4.639190673828125
2024-05,dgt_directed_road_adaptive,2028,6,2024-05-30 16:00:00,2024-05-30 21:00:00,2024-05-30,4.427395820617676
2024-05,dgt_directed_road_adaptive,2028,1,2024-05-30 17:00:00,2024-05-30 17:00:00,2024-05-30,3.3187336921691895
2024-05,dgt_directed_road_adaptive,2028,2,2024-05-30 17:00:00,2024-05-30 18:00:00,2024-05-30,4.382037162780762
2024-05,dgt_directed_road_adaptive,2028,3,2024-05-30 17:00:00,2024-05-30 19:00:00,2024-05-30,3.202263832092285
2024-05,dgt_directed_road_adaptive,2028,6,2024-05-30 17:00:00,2024-05-30 22:00:00,2024-05-30,4.510171890258789
2024-05,dgt_directed_road_adaptive,2028,1,2024-05-30 18:00:00,2024-05-30 18:00:00,2024-05-30,3.6864218711853027
2024-05,dgt_directed_road_adaptive,2028,2,2024-05-30 18:00:00,2024-05-30 19:00:00,2024-05-30,2.9581189155578613
2024-05,dgt_directed_road_adaptive,2028,3,2024-05-30 18:00:00,2024-05-30 20:00:00,2024-05-30,3.5725042819976807
2024-05,dgt_directed_road_adaptive,2028,6,2024-05-30 18:00:00,2024-05-30 23:00:00,2024-05-30,3.8025383949279785
2024-05,dgt_directed_road_adaptive,2028,1,2024-05-30 19:00:00,2024-05-30 19:00:00,2024-05-30,3.4336862564086914
2024-05,dgt_directed_road_adaptive,2028,2,2024-05-30 19:00:00,2024-05-30 20:00:00,2024-05-30,3.743281841278076
2024-05,dgt_directed_road_adaptive,2028,3,2024-05-30 19:00:00,2024-05-30 21:00:00,2024-05-30,4.742231369018555
2024-05,dgt_directed_road_adaptive,2028,6,2024-05-30 19:00:00,2024-05-31 00:00:00,2024-05-31,4.842045307159424
2024-05,dgt_directed_road_adaptive,2028,1,2024-05-30 20:00:00,2024-05-30 20:00:00,2024-05-30,3.4197142124176025
2024-05,dgt_directed_road_adaptive,2028,2,2024-05-30 20:00:00,2024-05-30 21:00:00,2024-05-30,4.663480281829834
2024-05,dgt_directed_road_adaptive,2028,3,2024-05-30 20:00:00,2024-05-30 22:00:00,2024-05-30,2.831634521484375
2024-05,dgt_directed_road_adaptive,2028,6,2024-05-30 20:00:00,2024-05-31 01:00:00,2024-05-31,3.8614397048950195
